Tree_num,Province,Ecozone,Genus,Species,Variety,DBH,Height,stem_wood,stem_bark,branches,foliage
954,AB,4,PICE,GLA,,26.5,21.84,176,23,8,18
955,AB,4,PICE,GLA,,27,22.01,183,23,9,19
956,AB,4,PICE,GLA,,27.5,22.18,190,24,9,19
957,AB,4,PICE,GLA,,28,22.34,198,25,10,20
958,AB,4,PICE,GLA,,28.5,22.5,205,26,10,20
959,AB,4,PICE,GLA,,29,22.67,213,27,11,21
960,AB,4,PICE,GLA,,29.5,22.82,220,28,11,22
961,AB,4,PICE,GLA,,30,22.98,228,28,12,22
962,AB,5,PICE,GLA,,15,17.3,55,8,6,6
963,AB,5,PICE,GLA,,15.5,17.53,59,8,6,6
964,AB,5,PICE,GLA,,16,17.76,63,9,7,6
965,AB,5,PICE,GLA,,16.5,17.99,67,9,8,7
966,AB,5,PICE,GLA,,17,18.21,72,10,8,7
967,AB,5,PICE,GLA,,17.5,18.43,77,10,9,8
968,AB,5,PICE,GLA,,18,18.64,82,11,9,8
969,AB,5,PICE,GLA,,18.5,18.85,87,12,10,8
970,AB,5,PICE,GLA,,19,19.06,92,12,11,9
971,AB,5,PICE,GLA,,19.5,19.26,97,13,12,9
972,AB,5,PICE,GLA,,20,19.46,103,14,12,10
973,AB,5,PICE,GLA,,20.5,19.66,108,14,13,10
974,AB,5,PICE,GLA,,21,19.86,114,15,14,11
975,AB,5,PICE,GLA,,21.5,20.05,120,16,15,11
976,AB,5,PICE,GLA,,22,20.24,127,16,16,12
977,AB,5,PICE,GLA,,22.5,20.43,133,17,17,12
978,AB,5,PICE,GLA,,23,20.61,140,18,17,13
979,AB,5,PICE,GLA,,23.5,20.79,146,19,18,14
980,AB,5,PICE,GLA,,24,20.97,153,20,19,14
981,AB,5,PICE,GLA,,24.5,21.15,160,20,20,15
982,AB,5,PICE,GLA,,25,21.33,168,21,22,15
983,AB,5,PICE,GLA,,25.5,21.5,175,22,23,16
984,AB,5,PICE,GLA,,26,21.67,183,23,24,16
985,AB,5,PICE,GLA,,26.5,21.84,190,24,25,17
986,AB,5,PICE,GLA,,27,22.01,198,25,26,18
987,AB,5,PICE,GLA,,27.5,22.18,207,26,27,18
988,AB,5,PICE,GLA,,28,22.34,215,27,29,19
989,AB,5,PICE,GLA,,28.5,22.5,223,28,30,20
990,AB,5,PICE,GLA,,29,22.67,232,29,31,20
991,AB,5,PICE,GLA,,29.5,22.82,241,30,33,21
992,AB,5,PICE,GLA,,30,22.98,250,31,34,22
993,AB,6,PICE,GLA,,15,17.3,60,8,4,5
994,AB,6,PICE,GLA,,15.5,17.53,65,8,4,6
995,AB,6,PICE,GLA,,16,17.76,69,9,4,6
996,AB,6,PICE,GLA,,16.5,17.99,74,9,5,6
997,AB,6,PICE,GLA,,17,18.21,79,10,5,7
998,AB,6,PICE,GLA,,17.5,18.43,84,10,6,7
999,AB,6,PICE,GLA,,18,18.64,89,11,6,7
1000,AB,6,PICE,GLA,,18.5,18.85,94,11,7,8
1001,AB,6,PICE,GLA,,19,19.06,99,12,7,8
1002,AB,6,PICE,GLA,,19.5,19.26,105,13,8,9
1003,AB,6,PICE,GLA,,20,19.46,110,13,8,9
1004,AB,6,PICE,GLA,,20.5,19.66,116,14,9,9
1005,AB,6,PICE,GLA,,21,19.86,122,15,9,10
1006,AB,6,PICE,GLA,,21.5,20.05,129,15,10,10
1007,AB,6,PICE,GLA,,22,20.24,135,16,11,11
1008,AB,6,PICE,GLA,,22.5,20.43,141,17,12,11
1009,AB,6,PICE,GLA,,23,20.61,148,17,12,12
1010,AB,6,PICE,GLA,,23.5,20.79,155,18,13,12
1011,AB,6,PICE,GLA,,24,20.97,162,19,14,13
1012,AB,6,PICE,GLA,,24.5,21.15,169,20,15,13
1013,AB,6,PICE,GLA,,25,21.33,176,20,15,14
1014,AB,6,PICE,GLA,,25.5,21.5,184,21,16,14
1015,AB,6,PICE,GLA,,26,21.67,191,22,17,15
1016,AB,6,PICE,GLA,,26.5,21.84,199,23,18,15
1017,AB,6,PICE,GLA,,27,22.01,207,24,19,16
1018,AB,6,PICE,GLA,,27.5,22.18,215,24,20,17
1019,AB,6,PICE,GLA,,28,22.34,223,25,21,17
1020,AB,6,PICE,GLA,,28.5,22.5,232,26,22,18
1021,AB,6,PICE,GLA,,29,22.67,240,27,24,18
1022,AB,6,PICE,GLA,,29.5,22.82,249,28,25,19
1023,AB,6,PICE,GLA,,30,22.98,258,29,26,20
1024,AB,9,PICE,GLA,,15,17.3,53,7,5,5
1025,AB,9,PICE,GLA,,15.5,17.53,57,7,5,5
1026,AB,9,PICE,GLA,,16,17.76,61,8,6,6
1027,AB,9,PICE,GLA,,16.5,17.99,65,8,6,6
1028,AB,9,PICE,GLA,,17,18.21,70,9,7,6
1029,AB,9,PICE,GLA,,17.5,18.43,74,10,7,7
1030,AB,9,PICE,GLA,,18,18.64,79,10,8,7
1031,AB,9,PICE,GLA,,18.5,18.85,84,11,9,8
1032,AB,9,PICE,GLA,,19,19.06,89,11,9,8
1033,AB,9,PICE,GLA,,19.5,19.26,95,12,10,9
1034,AB,9,PICE,GLA,,20,19.46,100,13,11,9
1035,AB,9,PICE,GLA,,20.5,19.66,106,13,12,10
1036,AB,9,PICE,GLA,,21,19.86,112,14,12,10
1037,AB,9,PICE,GLA,,21.5,20.05,117,15,13,11
1038,AB,9,PICE,GLA,,22,20.24,124,15,14,11
1039,AB,9,PICE,GLA,,22.5,20.43,130,16,15,12
1040,AB,9,PICE,GLA,,23,20.61,136,17,16,13
1041,AB,9,PICE,GLA,,23.5,20.79,143,18,17,13
1042,AB,9,PICE,GLA,,24,20.97,150,18,18,14
1043,AB,9,PICE,GLA,,24.5,21.15,157,19,19,15
1044,AB,9,PICE,GLA,,25,21.33,164,20,21,15
1045,AB,9,PICE,GLA,,25.5,21.5,171,21,22,16
1046,AB,9,PICE,GLA,,26,21.67,179,22,23,17
1047,AB,9,PICE,GLA,,26.5,21.84,187,22,25,17
1048,AB,9,PICE,GLA,,27,22.01,194,23,26,18
1049,AB,9,PICE,GLA,,27.5,22.18,203,24,27,19
1050,AB,9,PICE,GLA,,28,22.34,211,25,29,19
1051,AB,9,PICE,GLA,,28.5,22.5,219,26,30,20
1052,AB,9,PICE,GLA,,29,22.67,228,27,32,21
1053,AB,9,PICE,GLA,,29.5,22.82,237,28,34,22
1054,AB,9,PICE,GLA,,30,22.98,246,29,35,23
1055,AB,10,PICE,GLA,,15,17.3,55,8,6,6
1056,AB,10,PICE,GLA,,15.5,17.53,59,8,6,6
1057,AB,10,PICE,GLA,,16,17.76,63,9,7,6
1058,AB,10,PICE,GLA,,16.5,17.99,67,9,8,7
1059,AB,10,PICE,GLA,,17,18.21,72,10,8,7
1060,AB,10,PICE,GLA,,17.5,18.43,77,10,9,8
1061,AB,10,PICE,GLA,,18,18.64,82,11,9,8
1062,AB,10,PICE,GLA,,18.5,18.85,87,12,10,8
1063,AB,10,PICE,GLA,,19,19.06,92,12,11,9
1064,AB,10,PICE,GLA,,19.5,19.26,97,13,12,9
1065,AB,10,PICE,GLA,,20,19.46,103,14,12,10
1066,AB,10,PICE,GLA,,20.5,19.66,108,14,13,10
1067,AB,10,PICE,GLA,,21,19.86,114,15,14,11
1068,AB,10,PICE,GLA,,21.5,20.05,120,16,15,11
1069,AB,10,PICE,GLA,,22,20.24,127,16,16,12
1070,AB,10,PICE,GLA,,22.5,20.43,133,17,17,12
1071,AB,10,PICE,GLA,,23,20.61,140,18,17,13
1072,AB,10,PICE,GLA,,23.5,20.79,146,19,18,14
1073,AB,10,PICE,GLA,,24,20.97,153,20,19,14
1074,AB,10,PICE,GLA,,24.5,21.15,160,20,20,15
1075,AB,10,PICE,GLA,,25,21.33,168,21,22,15
1076,AB,10,PICE,GLA,,25.5,21.5,175,22,23,16
1077,AB,10,PICE,GLA,,26,21.67,183,23,24,16
1078,AB,10,PICE,GLA,,26.5,21.84,190,24,25,17
1079,AB,10,PICE,GLA,,27,22.01,198,25,26,18
1080,AB,10,PICE,GLA,,27.5,22.18,207,26,27,18
1081,AB,10,PICE,GLA,,28,22.34,215,27,29,19
1082,AB,10,PICE,GLA,,28.5,22.5,223,28,30,20
1083,AB,10,PICE,GLA,,29,22.67,232,29,31,20
1084,AB,10,PICE,GLA,,29.5,22.82,241,30,33,21
1085,AB,10,PICE,GLA,,30,22.98,250,31,34,22
1086,AB,14,PICE,GLA,,15,17.3,55,8,6,6
1087,AB,14,PICE,GLA,,15.5,17.53,59,8,6,6
1088,AB,14,PICE,GLA,,16,17.76,63,9,7,6
1089,AB,14,PICE,GLA,,16.5,17.99,67,9,8,7
1090,AB,14,PICE,GLA,,17,18.21,72,10,8,7
1091,AB,14,PICE,GLA,,17.5,18.43,77,10,9,8
1092,AB,14,PICE,GLA,,18,18.64,82,11,9,8
1093,AB,14,PICE,GLA,,18.5,18.85,87,12,10,8
1094,AB,14,PICE,GLA,,19,19.06,92,12,11,9
1095,AB,14,PICE,GLA,,19.5,19.26,97,13,12,9
1096,AB,14,PICE,GLA,,20,19.46,103,14,12,10
1097,AB,14,PICE,GLA,,20.5,19.66,108,14,13,10
1098,AB,14,PICE,GLA,,21,19.86,114,15,14,11
1099,AB,14,PICE,GLA,,21.5,20.05,120,16,15,11
1100,AB,14,PICE,GLA,,22,20.24,127,16,16,12
1101,AB,14,PICE,GLA,,22.5,20.43,133,17,17,12
1102,AB,14,PICE,GLA,,23,20.61,140,18,17,13
1103,AB,14,PICE,GLA,,23.5,20.79,146,19,18,14
1104,AB,14,PICE,GLA,,24,20.97,153,20,19,14
1105,AB,14,PICE,GLA,,24.5,21.15,160,20,20,15
1106,AB,14,PICE,GLA,,25,21.33,168,21,22,15
1107,AB,14,PICE,GLA,,25.5,21.5,175,22,23,16
1108,AB,14,PICE,GLA,,26,21.67,183,23,24,16
1109,AB,14,PICE,GLA,,26.5,21.84,190,24,25,17
1110,AB,14,PICE,GLA,,27,22.01,198,25,26,18
1111,AB,14,PICE,GLA,,27.5,22.18,207,26,27,18
1112,AB,14,PICE,GLA,,28,22.34,215,27,29,19
1113,AB,14,PICE,GLA,,28.5,22.5,223,28,30,20
1114,AB,14,PICE,GLA,,29,22.67,232,29,31,20
1115,AB,14,PICE,GLA,,29.5,22.82,241,30,33,21
1116,AB,14,PICE,GLA,,30,22.98,250,31,34,22
1117,AB,4,PICE,MAR,,15,23.68,97,13,3,5
1118,AB,4,PICE,MAR,,15.5,23.8,103,14,4,5
1119,AB,4,PICE,MAR,,16,23.91,108,15,4,5
1120,AB,4,PICE,MAR,,16.5,24.02,114,16,4,6
1121,AB,4,PICE,MAR,,17,24.13,121,16,5,6
1122,AB,4,PICE,MAR,,17.5,24.23,127,17,5,6
1123,AB,4,PICE,MAR,,18,24.34,133,18,5,7
1124,AB,4,PICE,MAR,,18.5,24.44,140,19,6,7
1125,AB,4,PICE,MAR,,19,24.53,147,20,6,7
1126,AB,4,PICE,MAR,,19.5,24.63,154,21,6,8
1127,AB,4,PICE,MAR,,20,24.72,161,21,7,8
1128,AB,4,PICE,MAR,,20.5,24.82,168,22,7,8
1129,AB,4,PICE,MAR,,21,24.91,175,23,7,9
1130,AB,4,PICE,MAR,,21.5,24.99,183,24,8,9
1131,AB,4,PICE,MAR,,22,25.08,190,25,8,9
1132,AB,4,PICE,MAR,,22.5,25.16,198,26,8,10
1133,AB,4,PICE,MAR,,23,25.25,206,27,9,10
1134,AB,4,PICE,MAR,,23.5,25.33,214,28,9,11
1135,AB,4,PICE,MAR,,24,25.41,222,29,10,11
1136,AB,4,PICE,MAR,,24.5,25.49,230,30,10,11
1137,AB,4,PICE,MAR,,25,25.57,238,31,11,12
1138,AB,4,PICE,MAR,,25.5,25.64,247,32,11,12
1139,AB,4,PICE,MAR,,26,25.72,256,33,12,12
1140,AB,4,PICE,MAR,,26.5,25.79,264,34,12,13
1141,AB,4,PICE,MAR,,27,25.86,273,35,13,13
1142,AB,4,PICE,MAR,,27.5,25.93,282,36,13,14
1143,AB,4,PICE,MAR,,28,26,291,37,14,14
1144,AB,4,PICE,MAR,,28.5,26.07,300,39,14,15
1145,AB,4,PICE,MAR,,29,26.14,310,40,15,15
1146,AB,4,PICE,MAR,,29.5,26.21,319,41,15,15
1147,AB,4,PICE,MAR,,30,26.27,329,42,16,16
1148,AB,5,PICE,MAR,,15,23.68,84,10,3,3
1149,AB,5,PICE,MAR,,15.5,23.8,89,10,3,3
1150,AB,5,PICE,MAR,,16,23.91,94,11,4,3
1151,AB,5,PICE,MAR,,16.5,24.02,100,12,4,4
1152,AB,5,PICE,MAR,,17,24.13,106,12,4,4
1153,AB,5,PICE,MAR,,17.5,24.23,112,13,5,4
1154,AB,5,PICE,MAR,,18,24.34,118,14,5,5
1155,AB,5,PICE,MAR,,18.5,24.44,124,14,6,5
1156,AB,5,PICE,MAR,,19,24.53,130,15,6,5
1157,AB,5,PICE,MAR,,19.5,24.63,137,16,7,5
1158,AB,5,PICE,MAR,,20,24.72,144,17,7,6
1159,AB,5,PICE,MAR,,20.5,24.82,151,17,8,6
1160,AB,5,PICE,MAR,,21,24.91,158,18,8,7
1161,AB,5,PICE,MAR,,21.5,24.99,165,19,9,7
1162,AB,5,PICE,MAR,,22,25.08,172,20,10,7
1163,AB,5,PICE,MAR,,22.5,25.16,179,21,10,8
1164,AB,5,PICE,MAR,,23,25.25,187,22,11,8
1165,AB,5,PICE,MAR,,23.5,25.33,195,22,12,8
1166,AB,5,PICE,MAR,,24,25.41,203,23,12,9
1167,AB,5,PICE,MAR,,24.5,25.49,211,24,13,9
1168,AB,5,PICE,MAR,,25,25.57,219,25,14,10
1169,AB,5,PICE,MAR,,25.5,25.64,227,26,15,10
1170,AB,5,PICE,MAR,,26,25.72,236,27,16,11
1171,AB,5,PICE,MAR,,26.5,25.79,244,28,17,11
1172,AB,5,PICE,MAR,,27,25.86,253,29,18,12
1173,AB,5,PICE,MAR,,27.5,25.93,262,30,19,12
1174,AB,5,PICE,MAR,,28,26,271,31,20,13
1175,AB,5,PICE,MAR,,28.5,26.07,280,32,21,13
1176,AB,5,PICE,MAR,,29,26.14,290,33,22,14
1177,AB,5,PICE,MAR,,29.5,26.21,299,34,23,14
1178,AB,5,PICE,MAR,,30,26.27,309,35,24,15
1179,AB,6,PICE,MAR,,15,23.68,82,11,3,3
1180,AB,6,PICE,MAR,,15.5,23.8,88,11,3,3
1181,AB,6,PICE,MAR,,16,23.91,93,12,4,3
1182,AB,6,PICE,MAR,,16.5,24.02,99,13,4,3
1183,AB,6,PICE,MAR,,17,24.13,105,14,5,4
1184,AB,6,PICE,MAR,,17.5,24.23,111,14,5,4
1185,AB,6,PICE,MAR,,18,24.34,117,15,5,4
1186,AB,6,PICE,MAR,,18.5,24.44,123,16,6,5
1187,AB,6,PICE,MAR,,19,24.53,130,16,6,5
1188,AB,6,PICE,MAR,,19.5,24.63,136,17,7,5
1189,AB,6,PICE,MAR,,20,24.72,143,18,7,6
1190,AB,6,PICE,MAR,,20.5,24.82,150,19,8,6
1191,AB,6,PICE,MAR,,21,24.91,157,20,9,6
1192,AB,6,PICE,MAR,,21.5,24.99,165,21,9,7
1193,AB,6,PICE,MAR,,22,25.08,172,21,10,7
1194,AB,6,PICE,MAR,,22.5,25.16,180,22,11,7
1195,AB,6,PICE,MAR,,23,25.25,187,23,11,8
1196,AB,6,PICE,MAR,,23.5,25.33,195,24,12,8
1197,AB,6,PICE,MAR,,24,25.41,203,25,13,9
1198,AB,6,PICE,MAR,,24.5,25.49,212,26,14,9
1199,AB,6,PICE,MAR,,25,25.57,220,27,15,10
1200,AB,6,PICE,MAR,,25.5,25.64,229,28,15,10
1201,AB,6,PICE,MAR,,26,25.72,238,29,16,11
1202,AB,6,PICE,MAR,,26.5,25.79,246,30,17,11
1203,AB,6,PICE,MAR,,27,25.86,255,31,18,12
1204,AB,6,PICE,MAR,,27.5,25.93,265,32,19,12
1205,AB,6,PICE,MAR,,28,26,274,33,21,13
1206,AB,6,PICE,MAR,,28.5,26.07,283,34,22,13
1207,AB,6,PICE,MAR,,29,26.14,293,35,23,14
1208,AB,6,PICE,MAR,,29.5,26.21,303,36,24,15
1209,AB,6,PICE,MAR,,30,26.27,313,38,25,15
1210,AB,9,PICE,MAR,,15,23.68,86,9,4,3
1211,AB,9,PICE,MAR,,15.5,23.8,92,10,4,4
1212,AB,9,PICE,MAR,,16,23.91,98,11,4,4
1213,AB,9,PICE,MAR,,16.5,24.02,104,11,5,4
1214,AB,9,PICE,MAR,,17,24.13,110,12,5,5
1215,AB,9,PICE,MAR,,17.5,24.23,116,12,6,5
1216,AB,9,PICE,MAR,,18,24.34,122,13,6,5
1217,AB,9,PICE,MAR,,18.5,24.44,129,14,7,6
1218,AB,9,PICE,MAR,,19,24.53,136,14,7,6
1219,AB,9,PICE,MAR,,19.5,24.63,143,15,8,7
1220,AB,9,PICE,MAR,,20,24.72,150,16,9,7
1221,AB,9,PICE,MAR,,20.5,24.82,157,16,9,7
1222,AB,9,PICE,MAR,,21,24.91,165,17,10,8
1223,AB,9,PICE,MAR,,21.5,24.99,172,18,11,8
1224,AB,9,PICE,MAR,,22,25.08,180,19,12,9
1225,AB,9,PICE,MAR,,22.5,25.16,188,19,13,9
1226,AB,9,PICE,MAR,,23,25.25,196,20,14,10
1227,AB,9,PICE,MAR,,23.5,25.33,204,21,15,10
1228,AB,9,PICE,MAR,,24,25.41,213,22,16,11
1229,AB,9,PICE,MAR,,24.5,25.49,221,23,17,11
1230,AB,9,PICE,MAR,,25,25.57,230,23,18,12
1231,AB,9,PICE,MAR,,25.5,25.64,239,24,19,12
1232,AB,9,PICE,MAR,,26,25.72,248,25,20,13
1233,AB,9,PICE,MAR,,26.5,25.79,257,26,21,14
1234,AB,9,PICE,MAR,,27,25.86,267,27,23,14
1235,AB,9,PICE,MAR,,27.5,25.93,276,28,24,15
1236,AB,9,PICE,MAR,,28,26,286,29,25,16
1237,AB,9,PICE,MAR,,28.5,26.07,296,30,27,16
1238,AB,9,PICE,MAR,,29,26.14,306,31,28,17
1239,AB,9,PICE,MAR,,29.5,26.21,316,31,30,18
1240,AB,9,PICE,MAR,,30,26.27,327,32,31,18
1241,AB,10,PICE,MAR,,15,23.68,84,10,3,3
1242,AB,10,PICE,MAR,,15.5,23.8,89,10,3,3
1243,AB,10,PICE,MAR,,16,23.91,94,11,4,3
1244,AB,10,PICE,MAR,,16.5,24.02,100,12,4,4
1245,AB,10,PICE,MAR,,17,24.13,106,12,4,4
1246,AB,10,PICE,MAR,,17.5,24.23,112,13,5,4
1247,AB,10,PICE,MAR,,18,24.34,118,14,5,5
1248,AB,10,PICE,MAR,,18.5,24.44,124,14,6,5
1249,AB,10,PICE,MAR,,19,24.53,130,15,6,5
1250,AB,10,PICE,MAR,,19.5,24.63,137,16,7,5
1251,AB,10,PICE,MAR,,20,24.72,144,17,7,6
1252,AB,10,PICE,MAR,,20.5,24.82,151,17,8,6
1253,AB,10,PICE,MAR,,21,24.91,158,18,8,7
1254,AB,10,PICE,MAR,,21.5,24.99,165,19,9,7
1255,AB,10,PICE,MAR,,22,25.08,172,20,10,7
1256,AB,10,PICE,MAR,,22.5,25.16,179,21,10,8
1257,AB,10,PICE,MAR,,23,25.25,187,22,11,8
1258,AB,10,PICE,MAR,,23.5,25.33,195,22,12,8
1259,AB,10,PICE,MAR,,24,25.41,203,23,12,9
1260,AB,10,PICE,MAR,,24.5,25.49,211,24,13,9
1261,AB,10,PICE,MAR,,25,25.57,219,25,14,10
1262,AB,10,PICE,MAR,,25.5,25.64,227,26,15,10
1263,AB,10,PICE,MAR,,26,25.72,236,27,16,11
1264,AB,10,PICE,MAR,,26.5,25.79,244,28,17,11
1265,AB,10,PICE,MAR,,27,25.86,253,29,18,12
1266,AB,10,PICE,MAR,,27.5,25.93,262,30,19,12
1267,AB,10,PICE,MAR,,28,26,271,31,20,13
1268,AB,10,PICE,MAR,,28.5,26.07,280,32,21,13
1269,AB,10,PICE,MAR,,29,26.14,290,33,22,14
1270,AB,10,PICE,MAR,,29.5,26.21,299,34,23,14
1271,AB,10,PICE,MAR,,30,26.27,309,35,24,15
1272,AB,14,PICE,MAR,,15,23.68,84,10,3,3
1273,AB,14,PICE,MAR,,15.5,23.8,89,10,3,3
1274,AB,14,PICE,MAR,,16,23.91,94,11,4,3
1275,AB,14,PICE,MAR,,16.5,24.02,100,12,4,4
1276,AB,14,PICE,MAR,,17,24.13,106,12,4,4
1277,AB,14,PICE,MAR,,17.5,24.23,112,13,5,4
1278,AB,14,PICE,MAR,,18,24.34,118,14,5,5
1279,AB,14,PICE,MAR,,18.5,24.44,124,14,6,5
1280,AB,14,PICE,MAR,,19,24.53,130,15,6,5
1281,AB,14,PICE,MAR,,19.5,24.63,137,16,7,5
1282,AB,14,PICE,MAR,,20,24.72,144,17,7,6
1283,AB,14,PICE,MAR,,20.5,24.82,151,17,8,6
1284,AB,14,PICE,MAR,,21,24.91,158,18,8,7
1285,AB,14,PICE,MAR,,21.5,24.99,165,19,9,7
1286,AB,14,PICE,MAR,,22,25.08,172,20,10,7
1287,AB,14,PICE,MAR,,22.5,25.16,179,21,10,8
1288,AB,14,PICE,MAR,,23,25.25,187,22,11,8
1289,AB,14,PICE,MAR,,23.5,25.33,195,22,12,8
1290,AB,14,PICE,MAR,,24,25.41,203,23,12,9
1291,AB,14,PICE,MAR,,24.5,25.49,211,24,13,9
1292,AB,14,PICE,MAR,,25,25.57,219,25,14,10
1293,AB,14,PICE,MAR,,25.5,25.64,227,26,15,10
1294,AB,14,PICE,MAR,,26,25.72,236,27,16,11
1295,AB,14,PICE,MAR,,26.5,25.79,244,28,17,11
1296,AB,14,PICE,MAR,,27,25.86,253,29,18,12
1297,AB,14,PICE,MAR,,27.5,25.93,262,30,19,12
1298,AB,14,PICE,MAR,,28,26,271,31,20,13
1299,AB,14,PICE,MAR,,28.5,26.07,280,32,21,13
1300,AB,14,PICE,MAR,,29,26.14,290,33,22,14
1301,AB,14,PICE,MAR,,29.5,26.21,299,34,23,14
1302,AB,14,PICE,MAR,,30,26.27,309,35,24,15
1303,AB,4,PINU,BAN,,15,18.5,70,5,1,3
1304,AB,4,PINU,BAN,,15.5,18.54,74,6,1,3
1305,AB,4,PINU,BAN,,16,18.58,79,6,1,3
1306,AB,4,PINU,BAN,,16.5,18.62,83,6,1,3
1307,AB,4,PINU,BAN,,17,18.66,88,6,1,4
1308,AB,4,PINU,BAN,,17.5,18.69,92,7,1,4
1309,AB,4,PINU,BAN,,18,18.73,97,7,1,4
1310,AB,4,PINU,BAN,,18.5,18.76,102,7,1,4
1311,AB,4,PINU,BAN,,19,18.79,107,8,2,4
1312,AB,4,PINU,BAN,,19.5,18.82,112,8,2,4
1313,AB,4,PINU,BAN,,20,18.86,118,8,2,5
1314,AB,4,PINU,BAN,,20.5,18.89,123,8,2,5
1315,AB,4,PINU,BAN,,21,18.92,128,9,2,5
1316,AB,4,PINU,BAN,,21.5,18.94,134,9,2,5
1317,AB,4,PINU,BAN,,22,18.97,140,9,3,5
1318,AB,4,PINU,BAN,,22.5,19,145,10,3,6
1319,AB,4,PINU,BAN,,23,19.03,151,10,3,6
1320,AB,4,PINU,BAN,,23.5,19.05,157,10,3,6
1321,AB,4,PINU,BAN,,24,19.08,163,11,4,6
